stock1,stock2,correlation,abs_correlation,p_value,ci_lower,ci_upper,bootstrap_ci_lower,bootstrap_ci_upper,monte_carlo_p_value,sample_size,lag_days,method,is_significant,strength,adjusted_p_value,is_significant_adjusted,time_horizon,lag_period,horizon_lag_combo
JNJ,BSX,0.4932050195295281,0.4932050195295281,4.950644706917088e-26,0.41543810605318937,0.5638144053623907,0.201909795017567,0.8272946316894502,0.003,402,10,pearson,True,Moderate,1.361427294402199e-25,True,90,10,90d_lag10
SYK,IDXX,0.49189806142518466,0.49189806142518466,8.322386237869398e-20,0.401313446374246,0.5729535718922778,0.463642318322326,0.9807994377453517,0.004,302,20,pearson,True,Moderate,1.2483579356804097e-19,True,180,20,180d_lag20
ALGN,IDXX,-0.4918291228626222,0.4918291228626222,2.670648964636439e-26,-0.5619930970174349,-0.4146376835282647,-0.980174770533765,0.581235018317704,0.003,409,3,pearson,True,Moderate,4.8071681363455904e-26,True,90,3,90d_lag3
INCY,EXAS,0.4878830585053139,0.4878830585053139,1.9793330367915407e-25,0.40962238089855546,0.5590149474922693,0.12313984353578834,0.8492760177383863,0.002,402,10,pearson,True,Moderate,4.35453268094139e-25,True,90,10,90d_lag10
ILMN,TECH,0.48727932685048775,0.48727932685048775,1.5145610784800648e-20,0.39909916311138993,0.5665284885232039,0.43810933422261283,0.9333155253447208,0.005,321,1,pearson,True,Moderate,1.7309269468343597e-20,True,180,1,180d_lag1
BMY,BNTX,0.4755075929872659,0.4755075929872659,1.4135285037388565e-24,0.3970403811017839,0.5470739349904464,0.21488165554607647,0.759886745934318,0.0,411,1,pearson,True,Moderate,2.591468923521237e-24,True,90,1,90d_lag1
ILMN,EW,0.4734206188732337,0.4734206188732337,1.1056899513601954e-27,0.4001861450476691,0.5406469333818271,0.004606786637688734,0.7894433552433126,0.001,471,1,pearson,True,Moderate,4.97560478112088e-27,True,30,1,30d_lag1
JNJ,BSX,0.46584175893071283,0.46584175893071283,9.972034094928072e-26,0.3903814464098757,0.5350847173318473,0.04286986041116623,0.8313324651282371,0.002,452,20,pearson,True,Moderate,1.662005682488012e-25,True,30,20,30d_lag20
BSX,IDXX,0.46382671180190077,0.46382671180190077,2.5776794094437673e-23,0.3843411307892994,0.5364862084998924,0.02613645630727393,0.9714087974094413,0.001,411,1,pearson,True,Moderate,4.050639071983063e-23,True,90,1,90d_lag1
MRNA,BNTX,0.46351658004378954,0.46351658004378954,3.549295131477713e-23,0.383800847612365,0.5363748388408808,0.15166959714837427,0.7136726114359644,0.0,409,3,pearson,True,Moderate,5.32394269721657e-23,True,90,3,90d_lag3
TMO,MTD,-0.46039199752348703,0.46039199752348703,7.060417385715657e-26,-0.5290303147992554,-0.3857688756195312,-0.7799994647391278,0.2606859693554077,0.003,467,5,pearson,True,Moderate,1.1767362309526095e-25,True,30,5,30d_lag5
TAK,CVS,0.45116932448445923,0.45116932448445923,4.71051671749925e-21,0.3685925298571651,0.5266815097526136,0.020030409417233278,0.7739249862058022,0.001,392,20,pearson,True,Moderate,9.4210334349985e-21,True,90,20,90d_lag20
BNTX,IONS,-0.44027753860160934,0.44027753860160934,1.7231136464533454e-20,-0.5158702063415983,-0.35788150919578876,-0.7253938627543742,0.46696940874628384,0.005,402,10,pearson,True,Moderate,3.1590416851644666e-20,True,90,10,90d_lag10
GILD,CNC,-0.43646020547671815,0.43646020547671815,3.9797490077284686e-20,-0.5123938807289578,-0.3537543732423476,-0.9119786596620985,0.9404463774588238,0.005,402,10,pearson,True,Moderate,6.253891297859023e-20,True,90,10,90d_lag10
ZBH,IQV,-0.42376634615823616,0.42376634615823616,7.303136622253345e-22,-0.4953064085762949,-0.3465172609413408,-0.9807423168613791,0.05174674492033657,0.002,469,3,pearson,True,Moderate,1.043305231750478e-21,True,30,3,30d_lag3
DXCM,ALGN,-0.4226688603886358,0.4226688603886358,1.6216601987053315e-14,-0.5111494892853137,-0.32532351543621363,-0.9061051368393351,0.9453668680239891,0.002,302,20,pearson,True,Moderate,2.0849916840497118e-14,True,180,20,180d_lag20
ABT,MTD,-0.42265798266812765,0.42265798266812765,7.836778743972419e-22,-0.4941399977177436,-0.3454996735109201,-0.7193085992454397,0.1114653368798239,0.003,471,1,pearson,True,Moderate,2.351033623191726e-21,True,30,1,30d_lag1
BDX,A,-0.42262330275176807,0.42262330275176807,3.0933827882698923e-19,-0.4989552727619192,-0.3397844202229643,-0.8549192289493343,0.7753674673069404,0.003,411,1,pearson,True,Moderate,4.253401333871102e-19,True,90,1,90d_lag1
JNJ,CNC,-0.42161631600872645,0.42161631600872645,1.9118279436149026e-14,-0.5102027195735535,-0.32417780488619413,-0.8918878725113026,0.8891778051141566,0.005,302,20,pearson,True,Moderate,2.1508064365667656e-14,True,180,20,180d_lag20
MRNA,BMRN,-0.4188849062579995,0.4188849062579995,8.289422153600438e-19,-0.49571592108935947,-0.3355482841052506,-0.8982469876631934,0.9518334545160508,0.004,409,3,pearson,True,Moderate,1.0657828483200563e-18,True,90,3,90d_lag3
ISRG,DXCM,-0.4035984580908503,0.4035984580908503,1.009501643172378e-19,-0.47687316806525376,-0.3247527912936563,-0.8455879646307094,0.2917174051859067,0.003,467,5,pearson,True,Moderate,1.2618770539654725e-19,True,30,5,30d_lag5
TAK,BDX,-0.40156390149812565,0.40156390149812565,2.79645343015563e-17,-0.4798454564323275,-0.3169391080805495,-0.8221746216949755,0.39432256416947936,0.003,409,3,pearson,True,Moderate,3.1460101089250834e-17,True,90,3,90d_lag3
JNJ,SYK,0.39975151814826315,0.39975151814826315,3.994033379873519e-17,0.31499569516070236,0.4781818844186625,0.17565403608577884,0.7813493349769164,0.007,409,3,pearson,True,Weak,3.994033379873519e-17,True,90,3,90d_lag3
AMGN,HOLX,0.39544059761832934,0.39544059761832934,4.004773868241582e-16,0.30847454897202736,0.4758508970274308,0.06576776422752298,0.7029719690041694,0.0,392,20,pearson,True,Weak,5.339698490988776e-16,True,90,20,90d_lag20
EW,INCY,-0.3873525122636402,0.3873525122636402,2.6100552815710604e-18,-0.4615513432093685,-0.3077716716201285,-0.7381344974819459,0.19287103366733468,0.008,471,1,pearson,True,Weak,5.8726243835348865e-18,True,30,1,30d_lag1
ISRG,WST,0.37542731900021503,0.37542731900021503,6.6663132708628516e-15,0.28820274094451725,0.4564730921281848,0.19186973537477642,0.8239035765362004,0.002,402,10,pearson,True,Weak,9.166180747436421e-15,True,90,10,90d_lag10
BSX,ALNY,-0.3750292340912845,0.3750292340912845,4.317688567900881e-12,-0.46566390874029984,-0.27660875796649576,-0.8687911596870277,0.9702852957103938,0.008,319,3,pearson,True,Weak,4.857399638888491e-12,True,180,3,180d_lag3
BAX,WST,-0.3738262960332504,0.3738262960332504,4.5488269331332183e-17,-0.44901270603304805,-0.29338333882491974,-0.9707707677554884,0.06459073534639938,0.004,471,1,pearson,True,Weak,8.187888479639792e-17,True,30,1,30d_lag1
BMY,BIIB,0.3712421179916181,0.3712421179916181,7.735883099990691e-17,0.29063859394825126,0.4466138308091049,0.042857083788319296,0.8894431817025609,0.005,471,1,pearson,True,Weak,1.1603824649986038e-16,True,30,1,30d_lag1
JNJ,IQV,-0.3689432887231331,0.3689432887231331,4.374227458455935e-14,-0.45149259543967557,-0.28013191389686315,-0.7541996991655318,0.5754806333982014,0.005,392,20,pearson,True,Weak,4.374227458455935e-14,True,90,20,90d_lag20
ABBV,ILMN,0.3675903853734063,0.3675903853734063,1.8828828173669423e-16,0.28658397230630184,0.4433781489313914,0.0027456160483191713,0.649794138368981,0.003,469,3,pearson,True,Weak,2.353603521708678e-16,True,30,3,30d_lag3
GILD,WST,0.36484928148869583,0.36484928148869583,4.2077564283574877e-14,0.2769240473028501,0.4467155235139171,0.14684976666652197,0.701109758937818,0.004,402,10,pearson,True,Weak,5.142813412436929e-14,True,90,10,90d_lag10
CI,MTD,-0.36467864168316083,0.36467864168316083,6.248352569375824e-11,-0.45866499656473353,-0.2626233400195096,-0.7127428207491554,0.49740435739426864,0.01,302,20,pearson,True,Weak,6.248352569375824e-11,True,180,20,180d_lag20
TMO,HOLX,-0.362786333953312,0.362786333953312,1.6584745313080746e-15,-0.4402873811349621,-0.2799191965438866,-0.7390071577782796,0.28375198031465854,0.003,452,20,pearson,True,Weak,2.073093164135093e-15,True,30,20,30d_lag20
BIIB,ALGN,0.36092227131018634,0.36092227131018634,6.151881922835177e-16,0.2796907382462907,0.43702316953845727,-0.0008610280029140004,0.8794344843695101,0.004,471,1,pearson,True,Weak,7.909562472216656e-16,True,30,1,30d_lag1
JNJ,CI,0.3602577936477136,0.3602577936477136,6.438120440626507e-14,0.2725998696780106,0.44198413744174697,0.008061725361388532,0.7414003952941658,0.004,407,5,pearson,True,Weak,7.153467156251674e-14,True,90,5,90d_lag5
DXCM,ZBH,-0.35591823481740714,0.35591823481740714,1.017760610327148e-13,-0.4375825533416304,-0.26843039360266474,-0.8551396121763709,0.9191295919090124,0.004,411,1,pearson,True,Weak,1.243929634844292e-13,True,90,1,90d_lag1
NVO,IQV,-0.35482515328192477,0.35482515328192477,6.751998386588419e-11,-0.44721193669144743,-0.2549469472849361,-0.8582178280281934,0.9526902503048184,0.005,319,3,pearson,True,Weak,6.751998386588419e-11,True,180,3,180d_lag3
ABBV,ILMN,0.3526913111276044,0.3526913111276044,3.220863341282583e-13,0.26399062797549283,0.4354764594581756,0.12217155167275204,0.8015191830833045,0.009,402,10,pearson,True,Weak,3.5429496754108416e-13,True,90,10,90d_lag10
ZBH,ALGN,-0.3446590067134029,0.3446590067134029,2.8539131945777734e-10,-0.4381808788357257,-0.2437553709644099,-0.8867496661929701,0.9392631700757256,0.005,317,5,pearson,True,Weak,2.8539131945777734e-10,True,180,5,180d_lag5
ALGN,WST,-0.3397211007522979,0.3397211007522979,3.46061837863378e-14,-0.417265599653502,-0.25726546494757985,-0.9614921712475929,0.08186580391407383,0.004,471,1,pearson,True,Weak,3.893195675963003e-14,True,30,1,30d_lag1
MTD,TECH,0.33959756104320044,0.33959756104320044,1.4935340329237773e-12,0.25111723164468425,0.422449782361239,0.053865020110335,0.7838793321009941,0.004,411,1,pearson,True,Weak,1.6428874362161551e-12,True,90,1,90d_lag1
ABT,DHR,-0.33896244671054016,0.33896244671054016,1.292999900121623e-13,-0.4181238775349903,-0.25469151494188214,-0.6857053328940153,0.23797409489775162,0.001,452,20,pearson,True,Weak,1.292999900121623e-13,True,30,20,30d_lag20
PFE,SNY,0.3336563185320487,0.3336563185320487,1.3186004613965616e-13,0.250501623823014,0.41192386373900497,0.0047090875916425455,0.6941357739285239,0.003,467,5,pearson,True,Weak,1.3186004613965616e-13,True,30,5,30d_lag5
SNY,INCY,0.33248210716172166,0.33248210716172166,2.1871789650698293e-13,0.24879977583751012,0.41123738352111583,0.004168377749975842,0.6436203349359233,0.005,462,10,pearson,True,Weak,3.062050551097761e-13,True,30,10,30d_lag10
ILMN,DHR,0.33136664959059653,0.33136664959059653,1.153487177616636e-09,0.2302499327503957,0.4254042723266082,0.09051450295951616,0.8649425042232881,0.005,321,1,pearson,True,Weak,1.153487177616636e-09,True,180,1,180d_lag1
EW,IONS,0.32684078245145476,0.32684078245145476,3.3558068476975904e-09,0.22392890912059785,0.42254450376148317,0.27547479391711205,0.9232827678309063,0.002,312,10,pearson,True,Weak,3.3558068476975904e-09,True,180,10,180d_lag10
DHR,EW,0.32576133182920475,0.32576133182920475,4.680780516309163e-13,0.2423652309318322,0.40437867894744206,0.05207146828841822,0.7627553131525142,0.003,469,3,pearson,True,Weak,5.200867240343514e-13,True,30,3,30d_lag3
AMGN,DHR,0.32006736645082473,0.32006736645082473,1.1121929547025085e-12,0.23655599552769363,0.39888439172281054,-0.04189621579317623,0.8038454588725048,0.002,471,1,pearson,True,Weak,1.1121929547025085e-12,True,30,1,30d_lag1
ABBV,ZBH,-0.3189758706168661,0.3189758706168661,2.19018443834019e-12,-0.39860544420735733,-0.2345729810729549,-0.6433112776259168,0.12169779105340432,0.012,462,10,pearson,True,Weak,2.5552151780635552e-12,True,30,10,30d_lag10
BSX,EXAS,-0.31160790763248336,0.31160790763248336,1.2942026971962265e-10,-0.39679318959312315,-0.22110099302509742,-0.8768590325916128,0.4362140131049005,0.008,407,5,pearson,True,Weak,1.2942026971962265e-10,True,90,5,90d_lag5
SNY,BAX,-0.30909913265856104,0.30909913265856104,7.678015220941639e-12,-0.388763581992428,-0.22484709453097274,-0.6582809882719349,0.07827290195445147,0.002,469,3,pearson,True,Weak,7.678015220941639e-12,True,30,3,30d_lag3
VRTX,MDT,0.30486085561202036,0.30486085561202036,2.156530734418311e-11,0.21974346665953626,0.3853717691343052,0.006184286499813788,0.8654059955287459,0.007,462,10,pearson,True,Weak,2.156530734418311e-11,True,30,10,30d_lag10
