stock1,stock2,correlation,abs_correlation,p_value,ci_lower,ci_upper,bootstrap_ci_lower,bootstrap_ci_upper,monte_carlo_p_value,sample_size,lag_days,method,is_significant,strength,adjusted_p_value,is_significant_adjusted,time_horizon,lag_period,horizon_lag_combo
GILD,CI,-0.697839992021135,0.697839992021135,0.0,-0.7158635809654093,-0.6788870741339458,-0.9504256582089948,0.2274660236179582,0.0,2962,12,pearson,True,Strong,0.0,True,90,12,90d_lag12
ISRG,BAX,0.6894971771156196,0.6894971771156196,0.0,0.6702784003693734,0.7077917100876101,0.002271899093352969,0.8828384929645173,0.0,3009,48,pearson,True,Strong,0.0,True,7,48,7d_lag48
CVS,BMRN,-0.6845469644821734,0.6845469644821734,0.0,-0.7029480704854532,-0.6652300667471572,-0.8814530766265167,0.005966623622461707,0.0,3054,3,pearson,True,Strong,0.0,True,7,3,7d_lag3
ZTS,RARE,0.5612804065122623,0.5612804065122623,6.067496780146671e-220,0.534634678944284,0.5868112377757566,0.20604643044771775,0.8531721525204441,0.0,2651,48,pearson,True,Moderate,1.2134993560293342e-219,True,365,48,365d_lag48
ISRG,WST,-0.5574740082902545,0.5574740082902545,3.0489924665131747e-190,-0.5848538610014622,-0.5288252419550403,-0.9161237461572184,0.9783949619586294,0.001,2328,6,pearson,True,Moderate,4.0653232886842327e-190,True,730,6,730d_lag6
SYK,IONS,0.5373402442172928,0.5373402442172928,9.959792012174352e-222,0.5112451801089218,0.5624454571111965,0.2901161712743062,0.8544492666878435,0.0,2968,6,pearson,True,Moderate,1.9919584024348704e-221,True,90,6,90d_lag6
MRK,HUM,-0.5071563625157212,0.5071563625157212,3.130741553778686e-151,-0.5368360745064211,-0.47622295566795897,-0.8796775887674577,0.31330817370297126,0.002,2310,24,pearson,True,Moderate,1.2522966215114744e-150,True,730,24,730d_lag24
ZBH,IQV,0.46634452554674316,0.46634452554674316,4.430187083134125e-125,0.43381185019712093,0.4976628123466472,0.34188019745615045,0.951103031802177,0.0,2310,24,pearson,True,Moderate,8.86037416626825e-125,True,730,24,730d_lag24
BMY,ZBH,-0.46177668673172173,0.46177668673172173,3.5636414312102735e-161,-0.48923240402225204,-0.43340662128309504,-0.836388242282708,0.0017508330732388432,0.001,3054,3,pearson,True,Moderate,8.909103578025684e-161,True,7,3,7d_lag3
MDT,DXCM,-0.45296954789034916,0.45296954789034916,8.05907864546817e-150,-0.48113572427743895,-0.4238691323335039,-0.8725076974986946,0.10661926771050467,0.002,2962,12,pearson,True,Moderate,8.05907864546817e-150,True,90,12,90d_lag12
MRNA,SYK,0.44653243208380045,0.44653243208380045,2.432405060169324e-148,0.41755330600227447,0.4746041211713965,0.06691407725913084,0.8101071708123507,0.0,3028,6,pearson,True,Moderate,2.432405060169324e-148,True,30,6,30d_lag6
CVS,TMO,-0.44389530427135465,0.44389530427135465,1.0330913907558811e-112,-0.47597855025135727,-0.4106321168792211,-0.8370359316662686,0.7984417477219141,0.003,2322,12,pearson,True,Moderate,1.0330913907558811e-112,True,730,12,730d_lag12
BNTX,EW,-0.44311888480763445,0.44311888480763445,1.4421942864339012e-110,-0.4754780589823063,-0.4095622493111761,-0.8751119615705492,0.2283575151198831,0.0,2286,48,pearson,True,Moderate,1.9229257152452016e-110,True,730,48,730d_lag48
CNC,DXCM,-0.43549819077307833,0.43549819077307833,1.1487398129427007e-133,-0.4646271528777206,-0.40542774399504744,-0.8196827004144176,0.27029964941186907,0.0,2881,3,pearson,True,Moderate,3.4462194388281023e-133,True,180,3,180d_lag3
ABT,A,0.4118086300161183,0.4118086300161183,2.441183581766346e-125,0.3819183854115027,0.4408382730712263,-0.0037483156997475844,0.7654020050698179,0.001,3054,3,pearson,True,Moderate,4.06863930294391e-125,True,7,3,7d_lag3
JNJ,TECH,0.4057040047220088,0.4057040047220088,1.3352592656396694e-119,0.3754134385407024,0.43512887656815274,-0.11737101111147871,0.8450383564322688,0.002,3009,48,pearson,True,Moderate,1.3352592656396694e-119,True,7,48,7d_lag48
CVS,A,-0.4044021357330141,0.4044021357330141,1.5942407787415014e-120,-0.4336506822446934,-0.3743023199640556,-0.7279420128944958,0.023833848056857947,0.0,3054,3,pearson,True,Moderate,1.9928009734268765e-120,True,7,3,7d_lag3
MRK,LLY,0.40294615352112073,0.40294615352112073,4.6769164020050424e-104,0.3705608940324308,0.4343528426792332,0.0336913865455469,0.7215220726669334,0.0,2651,48,pearson,True,Moderate,6.235888536006723e-104,True,365,48,365d_lag48
TMO,WST,-0.40187602198580885,0.40187602198580885,2.797960191333929e-112,-0.432053507452002,-0.3707995865602804,-0.7939913111247988,0.17924711989256745,0.0,2881,3,pearson,True,Moderate,4.196940287000894e-112,True,180,3,180d_lag3
AMGN,TECH,0.3972242668342135,0.3972242668342135,1.6490762614548344e-109,0.36601544388292145,0.42754061059153536,0.005607558582219319,0.833569232623654,0.001,2881,3,pearson,True,Weak,1.6490762614548344e-109,True,180,3,180d_lag3
JNJ,ISRG,0.39722316292747684,0.39722316292747684,2.849737412896251e-87,0.3621233617120298,0.4311980862768991,0.3834781019631187,0.9730910218638369,0.0,2286,48,pearson,True,Weak,2.849737412896251e-87,True,730,48,730d_lag48
CNC,BSX,0.3940413889211622,0.3940413889211622,8.141624856583397e-113,0.36349245248915024,0.42374379803498524,0.03317858331655279,0.7400561761992257,0.0,3022,12,pearson,True,Weak,,,30,12,30d_lag12
MRK,DHR,0.38696570109313994,0.38696570109313994,5.7572571763399235e-102,0.3552182262035113,0.4178215181824449,0.04089452663238898,0.7359830246474695,0.001,2836,48,pearson,True,Weak,1.1514514352679847e-101,True,180,48,180d_lag48
VRTX,ILMN,0.3847053506466284,0.3847053506466284,8.017069441365678e-96,0.35206780971321916,0.4164084819566271,0.11365102997411172,0.752175776651811,0.001,2696,3,pearson,True,Weak,,,365,3,365d_lag3
HUM,IONS,0.3828372177291917,0.3828372177291917,1.6116185100419162e-81,0.3474791576400682,0.4171081327775258,0.04212961769083836,0.9267794167349459,0.001,2310,24,pearson,True,Weak,2.1488246800558884e-81,True,730,24,730d_lag24
DHR,IDXX,0.37271643246839914,0.37271643246839914,3.84355000614209e-88,0.3394634709546885,0.4050389311098668,0.04441545225843211,0.8800595054303971,0.001,2651,48,pearson,True,Weak,3.84355000614209e-88,True,365,48,365d_lag48
ABT,BMRN,0.370767672374593,0.370767672374593,9.005547105457728e-77,0.3351911280284272,0.4052883713555206,0.3147521681529076,0.964769579737001,0.0,2328,6,pearson,True,Weak,9.005547105457728e-77,True,730,6,730d_lag6
EW,RARE,0.3694169538828239,0.3694169538828239,2.8003298184051026e-99,0.33836656184984726,0.3996637904208309,-0.02440707660149452,0.8449823764557773,0.0,3051,6,pearson,True,Weak,5.600659636810205e-99,True,7,6,7d_lag6
ABBV,AMGN,-0.34853489974995167,0.34853489974995167,1.0906783642432434e-87,-0.3793593528260526,-0.3169376457311944,-0.7827396801909605,0.003424322655752816,0.001,3045,12,pearson,True,Weak,,,7,12,7d_lag12
SYK,EXAS,-0.33408192967722095,0.33408192967722095,7.645205415811876e-78,-0.3657606702434721,-0.30162999565237986,-0.6893455182864351,0.3287752504219435,0.001,2950,24,pearson,True,Weak,7.645205415811876e-78,True,90,24,90d_lag24
BMY,HUM,0.32058896959237443,0.32058896959237443,2.2887549009438776e-56,0.2835124197736287,0.3567085022004712,0.008349238332999758,0.8503894860811129,0.002,2310,24,pearson,True,Weak,2.2887549009438776e-56,True,730,24,730d_lag24
MOH,RARE,0.3200462561599509,0.3200462561599509,1.2774144038618021e-73,0.28782909119932765,0.3515398458532231,-0.006477261054544398,0.7677394387224192,0.0,3051,6,pearson,True,Weak,1.2774144038618021e-73,True,7,6,7d_lag6
LLY,AMGN,0.3182595642433696,0.3182595642433696,7.580097932056246e-73,0.2860195626251937,0.349779824721595,-0.02091096558451737,0.6350150306786262,0.0,3054,3,pearson,True,Weak,7.580097932056246e-73,True,7,3,7d_lag3
CI,ABT,-0.31465761119802543,0.31465761119802543,3.274018281947906e-66,-0.34744055296243875,-0.2811064171028786,-0.8556391051902071,0.48268884812641183,0.001,2836,48,pearson,True,Weak,3.274018281947906e-66,True,180,48,180d_lag48
MRNA,BNTX,0.31174910633113073,0.31174910633113073,2.622010806315534e-69,0.2792455120397238,0.3435390931514091,0.008927445076503223,0.6497376559624957,0.0,3031,3,pearson,True,Weak,2.622010806315534e-69,True,30,3,30d_lag3
PFE,LLY,-0.3072320494508834,0.3072320494508834,6.602107755665018e-66,-0.33945864403969256,-0.27428503357019873,-0.6650556846076662,0.07368903138329608,0.0,2968,6,pearson,True,Weak,6.602107755665018e-66,True,90,6,90d_lag6
